ID,Directory (Internal Name),Instance Type,flags,flags PVP,Map Type,MapName,area TableID,MapDescription [A],MapDescription [H],LoadScreenID,minimapIconScale,corpse MapID,corpseX,corpseY,time Of Day Override,ExpansionID,raidOffset,maxPlayers,parentMapID,cosmeticParentMapID,timeOffset
529,PVPZone04,3,1553,8,1,Arathi Basin,3358,"The Arathi Basin is one of the main staging points of war between the humans and the Forsaken in Azeroth._x000D_
_x000D_
Arathi Basin is a 15 vs 15 domination battleground, where each side attempts to control the Stables, Blacksmith, Mine, Lumbermill and Farm for as long as possible._x000D_
_x000D_
The Defilers' elite troopers seek to sever the vital connection between the humans and their dwarven allies to the south._x000D_
_x000D_
Meanwhile, the League of Arathor seek to reclaim lost lands for their benefactors in Stormwind.","The Arathi Basin is one of the main staging points of war between the humans and the Forsaken in Azeroth._x000D_
_x000D_
Arathi Basin is a 15 vs 15 domination battleground, where each side attempts to control the Stables, Blacksmith, Mine, Lumbermill and Farm for as long as possible._x000D_
_x000D_
The League of Arathor seek to reclaim lost lands for their benefactors in Stormwind._x000D_
_x000D_
Meanwhile, the Defilers' elite troopers seek to sever the vital connection between the humans and their dwarven allies to the south.",183,1.25,-1,0,0,-1,0,0,0,-1,-1,0
530,Expansion01,0,16778769,8,1,Outland,0,,,198,1,-1,0,0,-1,1,0,0,-1,-1,0
531,AhnQirajTemple,2,1553,8,1,Ahn'Qiraj Temple,3428,,,185,1,1,-8111.72,1526.786,-1,0,0,40,-1,-1,0
532,Karazahn,2,1553,8,1,Karazhan,3457,,,200,1,0,-11110.4,-2004.07,-1,1,0,10,-1,-1,0
533,Stratholme Raid,2,34321,8,1,Naxxramas,3456,,,197,1,-1,0,0,-1,2,0,25,-1,-1,0
534,HyjalPast,2,1553,8,1,The Battle for Mount Hyjal,616,,,212,1,1,-8178.51,-4182.05,-1,1,0,25,-1,-1,0
540,HellfireMilitary,1,1553,8,2,Hellfire Citadel: The Shattered Halls,3714,,,199,1,530,-306.758,3064.436,-1,1,0,5,-1,-1,0
542,HellfireDemon,1,1553,8,2,Hellfire Citadel: The Blood Furnace,3713,,,199,1,530,-295.419,3151.993,-1,1,0,5,-1,-1,0
543,HellfireRampart,1,67089,8,1,Hellfire Citadel: Ramparts,3562,,,199,1,530,-360.05,3067.896,-1,1,0,5,-1,-1,0
544,HellfireRaid,2,1553,8,2,Magtheridon's Lair,3836,,,208,1,530,-330.234,3106.636,-1,1,0,25,-1,-1,0
545,CoilfangPumping,1,1553,8,2,Coilfang: The Steamvault,3715,,,207,1,530,764.2191,6915.08,-1,1,0,5,-1,-1,0
546,CoilfangMarsh,1,1553,8,2,Coilfang: The Underbog,3716,,,207,1,530,764.6282,6768.073,-1,1,0,5,-1,-1,0
547,CoilfangDraenei,1,1553,8,2,Coilfang: The Slave Pens,3717,,,207,1,530,742.1582,7011.327,-1,1,0,5,-1,-1,0
548,CoilfangRaid,2,1553,8,2,Coilfang: Serpentshrine Cavern,3607,,,207,1,530,775.7864,6865.243,-1,1,0,25,-1,-1,0
550,TempestKeepRaid,2,1553,8,2,Tempest Keep,3845,,,206,1,-1,0,0,-1,1,0,25,-1,-1,0
552,TempestKeepArcane,1,1553,8,2,Tempest Keep: The Arcatraz,3848,,,206,1,-1,0,0,-1,1,0,5,-1,-1,0
553,TempestKeepAtrium,1,1553,8,2,Tempest Keep: The Botanica,3847,,,206,1,-1,0,0,-1,1,0,5,-1,-1,0
554,TempestKeepFactory,1,1553,8,2,Tempest Keep: The Mechanar,3849,,,206,1,-1,0,0,-1,1,0,5,-1,-1,0
555,AuchindounShadow,1,1553,8,2,Auchindoun: Shadow Labyrinth,3789,,,201,1,530,-3640.69,4943.163,-1,1,0,5,-1,-1,0
556,AuchindounDemon,1,1553,8,2,Auchindoun: Sethekk Halls,3791,,,201,1,530,-3361.86,4665.592,-1,1,0,5,-1,-1,0
557,AuchindounEthereal,1,1553,8,2,Auchindoun: Mana-Tombs,3792,,,201,1,530,-3089.52,4942.756,-1,1,0,5,-1,-1,0
558,AuchindounDraenei,1,1553,8,2,Auchindoun: Auchenai Crypts,3790,,,201,1,530,-3363.44,5156.455,-1,1,0,5,-1,-1,0
559,PVPZone05,4,1553,8,1,Nagrand Arena,0,,,219,1,-1,0,0,-1,0,0,0,-1,-1,0
560,HillsbradPast,1,9745,8,1,The Escape from Durnholde,267,,,212,1,1,-8309.81,-4061.51,-1,1,0,5,-1,-1,0
562,bladesedgearena,4,1553,8,1,Blade's Edge Arena,3702,,,218,1,-1,0,0,-1,0,0,0,-1,-1,0
564,BlackTemple,2,1553,8,1,Black Temple,0,,,215,1,530,-3644.53,317.2937,-1,1,0,25,-1,-1,0
565,GruulsLair,2,1553,8,2,Gruul's Lair,3923,,,213,1,530,3525.453,5144.151,-1,1,0,25,-1,-1,0
566,NetherstormBG,3,1553,8,1,Eye of the Storm,0,"Hovering high above the ravaged landscape of Netherstorm is the island known as the Eye of the Storm._x000D_
_x000D_
Eye of the Storm is a 15 vs 15 domination battleground, where each side attempts to control the Mage Tower, Fel Reaver Ruins, Blood Elf Tower, and Draenei Ruins for as long as possible._x000D_
_x000D_
This battlefield is coveted by the blood elves for its rich energy deposits._x000D_
_x000D_
The draenei seek to claim it due to its proximity to the naaru's mysterious vessel, Tempest Keep.","Hovering high above the ravaged landscape of Netherstorm is the island known as the Eye of the Storm._x000D_
_x000D_
Eye of the Storm is a 15 vs 15 domination battleground, where each side attempts to control the Mage Tower, Fel Reaver Ruins, Blood Elf Tower, and Draenei Ruins for as long as possible._x000D_
_x000D_
The draenei seek to claim it due to its proximity to the naaru's mysterious vessel, Tempest Keep._x000D_
_x000D_
This battlefield is coveted by the blood elves for its rich energy deposits.",210,1,-1,0,0,-1,0,0,0,-1,-1,0
568,ZulAman,1,1553,8,1,Zul'Aman,0,,,276,1,530,6851.021,-7989.71,-1,3,0,10,-1,-1,0
571,Northrend,0,16778781,8,1,Northrend,0,,,216,1,-1,0,0,-1,2,0,0,-1,-1,0
572,PVPLordaeron,4,1553,8,1,Ruins of Lordaeron,0,,,217,1,-1,0,0,-1,0,0,0,-1,-1,0
573,ExteriorTest,0,1567,8,1,ExteriorTest,0,,,0,1,-1,0,0,-1,2,0,0,-1,-1,0
574,Valgarde70,1,9757,8,1,Utgarde Keep,0,,,220,1,571,1211.759,-4868.42,-1,2,0,5,-1,-1,0
575,UtgardePinnacle,1,67101,8,1,Utgarde Pinnacle,0,,,221,1,571,1232.41,-4860.95,-1,2,0,5,-1,-1,0
576,Nexus70,1,1553,8,2,The Nexus,4265,,,226,1,571,3899.926,6985.436,-1,2,0,5,-1,-1,0
578,Nexus80,1,1565,8,1,The Oculus,0,,,227,1,571,3865.923,6983.94,-1,2,0,5,-1,-1,0
580,SunwellPlateau,2,1553,8,1,The Sunwell,0,,,225,1,530,12551.76,-6774.57,-1,1,0,25,-1,-1,0
582,Transport176244,0,1553,8,3,Transport: Rut'theran to Auberdine,0,,,0,1,-1,0,0,-1,0,0,0,-1,-1,0
584,Transport176231,0,1553,8,3,Transport: Menethil to Theramore,0,,,0,1,-1,0,0,-1,0,0,0,-1,-1,0
585,Sunwell5ManFix,1,1565,8,1,Magister's Terrace,0,,,224,1,530,12881.9,-7343.09,-1,1,0,5,-1,-1,0
586,Transport181645,0,1553,8,3,Transport: Exodar to Auberdine,0,,,0,1,-1,0,0,-1,0,0,0,-1,-1,0
587,Transport177233,0,1553,8,3,Transport: Feathermoon Ferry,0,,,0,1,-1,0,0,-1,0,0,0,-1,-1,0
588,Transport176310,0,1553,8,3,Transport: Menethil to Auberdine,0,,,0,1,-1,0,0,-1,0,0,0,-1,-1,0
589,Transport175080,0,1553,8,3,Transport: Orgrimmar to Grom'Gol,0,,,0,1,-1,0,0,-1,0,0,0,-1,-1,0
590,Transport176495,0,1553,8,3,Transport: Grom'Gol to Undercity,0,,,0,1,-1,0,0,-1,0,0,0,-1,-1,0
591,Transport164871,0,1553,8,3,Transport: Undercity to Orgrimmar,0,,,0,1,-1,0,0,-1,0,0,0,-1,-1,0
592,Transport186238,0,1553,8,3,Transport: Borean Tundra Test,0,,,0,1,-1,0,0,-1,0,0,0,-1,-1,0
593,Transport20808,0,1553,8,3,Transport: Booty Bay to Ratchet,0,,,0,1,-1,0,0,-1,0,0,0,-1,-1,0
594,Transport187038,0,1553,8,3,Transport: Howling Fjord Sister Mercy (Quest),0,,,0,1,-1,0,0,-1,2,0,0,-1,-1,0
595,StratholmeCOT,1,1553,8,1,The Culling of Stratholme,0,,,222,1,1,-8756.09,-4457.42,-1,2,0,5,-1,-1,0
596,Transport187263,0,1553,8,3,Transport: Naglfar,0,,,0,1,-1,0,0,-1,2,0,0,-1,-1,0
597,CraigTest,0,1759,8,1,Craig Test,0,,,0,1,-1,0,0,-1,0,0,0,-1,-1,0
598,Sunwell5Man,1,1555,8,2,Sunwell Fix (Unused),0,,,4,1,-1,0,0,-1,1,0,5,-1,-1,0
599,Ulduar70,1,1565,8,1,Halls of Stone,0,,,230,1,571,8921.793,-966.806,-1,2,0,5,-1,-1,0
600,DrakTheronKeep,1,1565,8,1,Drak'Tharon Keep,0,,,228,1,571,4774.583,-2023.05,-1,2,0,5,-1,-1,0
601,Azjol_Uppercity,1,1565,8,1,Azjol-Nerub,0,,,229,1,571,3672.215,2171.275,-1,2,0,5,-1,-1,0
602,Ulduar80,1,1565,8,1,Halls of Lightning,0,,,231,1,571,9185.088,-1386.79,-1,2,0,5,-1,-1,0
603,UlduarRaid,2,34333,8,1,Ulduar,0,,,244,1,571,9359.371,-1115.18,0,2,0,5,-1,-1,0
604,GunDrak,1,1565,8,1,Gundrak,0,,,237,1,571,6708.731,-4654.9,-1,2,0,5,-1,-1,0
605,development_nonweighted,2,1555,8,1,Development Land (non-weighted textures),0,,,21,1,-1,0,0,-1,0,0,0,-1,-1,0
606,QA_DVD,0,1567,8,1,QA and DVD,0,,,21,1,-1,0,0,-1,2,0,0,-1,-1,0
607,NorthrendBG,3,1565,8,1,Strand of the Ancients,0,"To the south of Dragonblight lies the resting place of a legendary Titan artifact known by the Alliance and Horde to possess critical information regarding the Titans and their methods._x000D_
_x000D_
Strand of the Ancients is a 15 vs 15 battleground, where each side takes a turn attacking and defending the Titan artifact at the southern tip of the island._x000D_
_x000D_
_x000D_
Prepare yourself for battle, for fate cannot determine success upon this Strand of the Ancients.","To the south of Dragonblight lies the resting place of a legendary Titan artifact known by the Alliance and Horde to possess critical information regarding the Titans and their methods._x000D_
_x000D_
Strand of the Ancients is a 15 vs 15 battleground, where each side takes a turn attacking and defending the Titan artifact at the southern tip of the island._x000D_
_x000D_
_x000D_
Prepare yourself for battle, for fate cannot determine success upon this Strand of the Ancients.",238,1,-1,0,0,-1,0,0,0,-1,-1,0
608,DalaranPrison,1,1565,8,1,Violet Hold,0,,,235,1,571,5689.49,498.0469,-1,2,0,5,-1,-1,0
609,DeathKnightStart,0,1565,8,1,Ebon Hold,0,,,233,1,-1,0,0,-1,2,0,0,-1,-1,0
610,Transport_Tirisfal _Vengeance_Landing,0,1553,8,3,Transport: Tirisfal to Vengeance Landing,0,,,0,1,-1,0,0,-1,0,0,0,-1,-1,0
612,Transport_Menethil_Valgarde,0,1553,8,3,Transport: Menethil to Valgarde,0,,,0,1,-1,0,0,-1,0,0,0,-1,-1,0
613,Transport_Orgrimmar_Warsong_Hold,0,1553,8,3,Transport: Orgrimmar to Warsong Hold,0,,,0,1,-1,0,0,-1,0,0,0,-1,-1,0
614,Transport_Stormwind_Valiance_Keep,0,1553,8,3,Transport: Stormwind to Valiance Keep,0,,,0,1,-1,0,0,-1,0,0,0,-1,-1,0
615,ChamberOfAspectsBlack,2,34333,8,1,The Obsidian Sanctum,0,,,239,1,571,3438.153,260.4013,-1,2,0,0,-1,-1,0
616,NexusRaid,2,34333,8,1,The Eye of Eternity,0,,,236,1,571,3869.981,6984.33,-1,2,0,5,-1,-1,0
617,DalaranArena,4,1565,8,1,Dalaran Sewers,0,,,242,1,-1,0,0,0,0,0,0,-1,-1,0
618,OrgrimmarArena,4,4195869,8,1,The Ring of Valor,0,,,240,1,-1,0,0,720,0,0,0,-1,-1,0
619,Azjol_LowerCity,1,1565,8,1,Ahn'kahet: The Old Kingdom,0,,,234,1,571,3641.458,2032.064,-1,2,0,0,-1,-1,0
620,Transport_Moa'ki_Unu'pe,0,1553,8,3,Transport: Moa'ki to Unu'pe,0,,,0,1,-1,0,0,-1,2,0,0,-1,-1,0
621,Transport_Moa'ki_Kamagua,0,1553,8,3,Transport: Moa'ki to Kamagua,0,,,0,1,-1,0,0,-1,2,0,0,-1,-1,0
622,Transport192241,0,1553,8,3,Transport: Orgrim's Hammer,0,,,0,1,-1,0,0,-1,2,0,0,-1,-1,0
623,Transport192242,0,1553,8,3,Transport: The Skybreaker,0,,,0,1,-1,0,0,-1,2,0,0,-1,-1,0
624,WintergraspRaid,2,34365,8,1,Vault of Archavon,0,,,243,1,571,5488.125,2840.334,-1,2,0,0,-1,-1,0
627,unused,1,1567,8,1,unused,0,,,0,1,-1,0,0,-1,2,0,0,-1,-1,0
628,IsleofConquest,3,1565,8,1,Isle of Conquest,0,"The Isle of Conquest is a point of strategic importance for the Alliance and Horde campaigns in Northrend, each side determined to secure control of the island._x000D_
_x000D_
As a large-scale battleground, each side attempts to wrest control of the Siege Factory, Docks, or Hangar in order to secure access to the enemy stronghold and defeat its general (Halford Wyrmbane or Overlord Agmar).","The Isle of Conquest is a point of strategic importance for the Alliance and Horde campaigns in Northrend, each side determined to secure control of the island._x000D_
_x000D_
As a large-scale battleground, each side attempts to wrest control of the Siege Factory, Docks, or Hangar in order to secure access to the enemy stronghold and defeat its general (Halford Wyrmbane or Overlord Agmar).",245,1,-1,0,0,-1,2,0,0,-1,-1,0
631,IcecrownCitadel,2,34589,8,1,Icecrown Citadel,0,,,250,1,571,5776.922,2065.932,-1,2,0,0,-1,-1,0
632,IcecrownCitadel5Man,1,1565,8,1,The Forge of Souls,0,,,249,1,571,5670.792,2003.629,-1,2,0,0,-1,-1,0
637,AbyssalMaw,1,1565,8,1,Abyssal Maw Exterior,0,,,23,1,-1,0,0,-1,3,0,0,-1,-1,0
638,Gilneas,0,1629,12,1,Gilneas,0,,,4,1,-1,0,0,-1,0,0,0,654,-1,0
641,Transport_AllianceAirshipBG,0,1553,8,3,Transport: Alliance Airship BG,0,,,0,1,-1,0,0,-1,2,0,0,-1,-1,0
642,Transport_HordeAirshipBG,0,1553,8,3,Transport: HordeAirshipBG,0,,,0,1,-1,0,0,-1,2,0,0,-1,-1,0
643,AbyssalMaw_Interior,1,17949,8,1,Throne of the Tides,0,,,255,1,0,-5585.87,5401.649,-1,3,0,0,-1,-1,0
644,Uldum,1,1565,8,1,Halls of Origination,0,,,256,1,1,-10226,-1837.48,1080,3,0,0,-1,-1,0
645,BlackRockSpire_4_0,1,1565,8,1,Blackrock Caverns,0,,,267,1,0,-7570.24,-1330.68,-1,3,0,0,-1,-1,0
646,Deephome,0,1629,8,1,Deepholm,0,,,268,1,-1,0,0,-1,3,0,0,-1,-1,0
647,Transport_Orgrimmar_to_Thunderbluff,0,1553,8,3,Transport: Orgrimmar to Thunder Bluff,0,,,0,1,-1,0,0,-1,2,0,0,-1,-1,0
648,LostIsles,0,263773,12,1,LostIsles,0,,,3,1,-1,0,0,-1,0,0,0,-1,-1,0
649,ArgentTournamentRaid,2,34589,8,1,Trial of the Crusader,0,,,246,1,571,8515.286,736.1371,-1,2,0,0,-1,-1,0
650,ArgentTournamentDungeon,1,1565,8,1,Trial of the Champion,0,,,247,1,571,8571.435,792.2205,-1,2,0,0,-1,-1,0
651,ElevatorSpawnTest,0,1555,8,3,ElevatorSpawnTest,0,,,0,1,-1,0,0,-1,0,0,0,-1,-1,0
654,Gilneas2,0,263709,12,1,Gilneas2,0,,,4,1,-1,0,0,-1,0,0,0,-1,-1,0
655,GilneasPhase1,0,1629,12,1,GilneasPhase1,0,,,0,1,-1,0,0,-1,0,0,0,654,-1,0
656,GilneasPhase2,0,1629,12,1,GilneasPhase2,0,,,0,1,-1,0,0,-1,0,0,0,654,-1,0
657,SkywallDungeon,1,1565,8,1,The Vortex Pinnacle,0,,,259,1,1,-11522.5,-2317.93,-1,3,0,0,-1,-1,0
658,QuarryofTears,1,1565,8,1,Pit of Saron,0,,,252,1,571,5592.057,2010.271,-1,2,0,0,-1,-1,0
659,LostIslesPhase1,0,1565,12,1,Lost Isles Volcano Eruption,0,,,3,1,-1,0,0,-1,0,0,0,648,-1,0
660,Deephomeceiling,0,1695,8,1,Deephome Ceiling,0,,,0,1,-1,0,0,-1,3,0,0,-1,-1,0
661,LostIslesPhase2,0,1565,12,1,Lost Isles Town in a Box,0,,,0,1,-1,0,0,-1,0,0,0,648,-1,0
662,Transport197195,0,1553,8,3,Transport: Alliance Vashj'ir Ship,0,,,0,1,-1,0,0,-1,3,0,0,-1,-1,0
668,HallsOfReflection,1,1565,8,1,Halls of Reflection,0,,,253,1,571,5628.875,1973.286,-1,2,0,0,-1,-1,0
669,BlackwingDescent,2,34589,8,1,Blackwing Descent,0,,,260,1,0,-7541.77,-1188.83,-1,3,0,0,-1,-1,0
670,GrimBatolDungeon,1,1565,8,1,Grim Batol,0,,,257,1,0,-4047.74,-3446.35,-1,3,0,0,-1,-1,0
671,GrimBatolRaid,2,34589,8,1,The Bastion of Twilight,0,,,266,1,0,-4903.01,-4221.21,-1,3,0,0,-1,-1,0
672,Transport197347,0,1553,8,3,Transport: The Skybreaker (Icecrown Citadel Raid),0,,,0,1,-1,0,0,-1,2,0,0,-1,-1,0
673,Transport197348,0,1553,8,3,Transport: Orgrim's Hammer (Icecrown Citadel Raid),0,,,0,1,-1,0,0,-1,2,0,0,-1,-1,0
674,Transport197349-2,0,1553,8,3,Transport: Ship to Vashj'ir,0,,,0,1,-1,0,0,-1,3,0,0,-1,-1,0
712,Transport197349,0,1553,8,3,Transport: The Skybreaker (IC Dungeon),0,,,0,1,-1,0,0,-1,2,0,0,-1,-1,0
713,Transport197350,0,1553,8,3,Transport: Orgrim's Hammer (IC Dungeon),0,,,0,1,-1,0,0,-1,2,0,0,-1,-1,0
718,Transport201834,0,1537,8,3,Trasnport: The Mighty Wind (Icecrown Citadel Raid),0,,,0,1,-1,0,0,-1,2,0,0,-1,-1,0
719,MountHyjalPhase1,0,132701,8,1,Mount Hyjal Phase 1,0,,,3,1,-1,0,0,-1,0,0,0,1,-1,0
720,Firelands1,2,2131741,8,1,Firelands,0,,,275,1,1,3987.2,-2943.32,720,3,0,0,-1,-1,0
721,Firelands2,1,1693,8,1,Firelands Terrain 2,0,,,0,1,-1,0,0,720,3,0,0,-1,-1,0
723,Stormwind,0,1565,8,1,Stormwind,0,,,0,1,-1,0,0,-1,0,0,0,-1,-1,0
724,ChamberofAspectsRed,2,34589,8,1,The Ruby Sanctum,0,,,254,1,571,3608.129,186.8021,-1,2,0,0,-1,-1,0
725,DeepholmeDungeon,1,1565,8,1,The Stonecore,0,,,258,1,646,1031.908,610.2969,-1,3,0,0,-1,-1,0
726,CataclysmCTF,3,1629,8,1,Twin Peaks,0,"Nestled in the Twilight Highlands, Twin Peaks has flared as a point of contention between the Alliance and Horde._x000D_
_x000D_
As a 10 vs 10 capture-the-flag battleground, the first faction to capture three flags is victorious._x000D_
_x000D_
Lend your strength as both factions struggle to take control of this critical high ground!","Nestled in the Twilight Highlands, Twin Peaks has flared as a point of contention between the Alliance and Horde._x000D_
_x000D_
As a 10 vs 10 capture-the-flag battleground, the first faction to capture three flags is victorious._x000D_
_x000D_
Lend your strength as both factions struggle to take control of this critical high ground!",262,1,-1,0,0,-1,3,0,0,-1,-1,0
727,STV_Mine_BG,3,1565,8,1,Silvershard Mines,0,"This battleground takes place underneath Stranglethorn Vale in a Venture Co. goblin mine._x000D_
_x000D_
Silvershard Mines is a 10 vs 10 escort battleground, in which each side attempts to control diamond carts until they reach the mine depot.","This battleground takes place underneath Stranglethorn Vale in a Venture Co. goblin mine._x000D_
_x000D_
Silvershard Mines is a 10 vs 10 escort battleground, in which each side attempts to control diamond carts until they reach the mine depot.",317,1,-1,0,0,-1,4,0,0,-1,-1,0
728,TheBattleforGilneas,1,1567,8,1,The Battle for Gilneas (Old City Map),0,"Located in the heart of Gilnean peninsula, the capital city is of vital strategic importance to the Horde's operations the Eastern Kingdoms._x000D_
_x000D_
Long seen by the Forsaken as a natural expansion to their dominion, Sylvanas Windrunner's armies are ready to defend their most recent conquest at all costs.","Driven from their homelands by the Forsaken, Gilneans continue to view this city as their nation's rightful capital._x000D_
_x000D_
After regrouping in Alliance territories, the people of Gilneas have rallied around King Greymane's call to arms and are ready to retake Gilneas City with the support of their new allies.",261,1,-1,0,0,-1,3,0,0,-1,-1,0
730,MaelstromZone,0,1629,8,1,Maelstrom Zone,0,,,272,1,-1,0,0,-1,3,0,0,-1,-1,0
731,DesolaceBomb,0,1629,8,1,Stonetalon Bomb,0,,,3,1,-1,0,0,-1,0,0,0,1,-1,0
732,TolBarad,0,9821,8,1,Tol Barad,0,,,265,1,-1,0,0,-1,3,0,0,-1,-1,0
